"current_seed","Nsamp","nullpi","poisthin","pi0hat_ols","pi0hat_biash_ols","pi0hat_biash_voom","pi0hat_ols_ash","pi0hat_succotash","pi0hat_cate_rr","pi0hat_sva_ols","pi0hat_ruvash","pi0hat_cate_nc","pi0hat_ruv2","pi0hat_ruv4"
19,5,0.5,TRUE,0.525410159640541,0.523399567734481,0.483837234577357,0.253629343834073,0.608395192087696,0.482354195911291,0.409059537194023,0.629592857066941,0.533429391944534,0.710494163324014,0.543345956318651
20,5,0.5,TRUE,1,0.644886822742545,0.540344774856448,0.709962045913308,0.55795969565244,0.450027932041533,0.58681037010279,0.64887918521767,0.332645263270373,0.546143209771549,0.496766744334783
21,5,0.5,TRUE,1,0.629000076698525,0.57254480394147,0.705987773261776,0.595737787739066,0.378534224853284,0.672403824133416,0.66609169253668,0.460975878249202,0.660521873575032,0.64441647642747
22,5,0.5,TRUE,0.646111892801428,0.468491385113045,0.475562803741682,0.396645640971361,0.421153105120763,0.43820227172864,0.754568734348306,0.639395427461292,0.527137078350121,0.545203144953989,0.511630794623726
23,5,0.5,TRUE,0.432735832410605,0.512779723722299,0.489783002833475,0.205833077591795,0.491119414234395,0.544110255055458,0.646571209900478,0.607186929832925,0.588978590596896,0.6163396244967,0.587014198456197
24,5,0.5,TRUE,0.43934357130535,0.505286762643799,0.503836862066283,0.277657827002675,0.612517464770278,0.499992967096859,0.481484269727749,0.656378068547584,0.485477603549391,0.953157234427334,0.653437458118307
25,5,0.5,TRUE,0.592400467654055,0.507088895125348,0.500200211237265,0.472965900845269,0.501148506253397,0.47441290482295,0.639974401086003,0.62306737648505,0.311596898127889,0.817160734929734,0.65119379540214
26,5,0.5,TRUE,0.699196120084212,0.526753888512854,0.537799846446345,0.507992957005143,0.60200370885144,0.459756497935183,0.618116580299385,0.669433898907762,0.402397813633906,0.541476406817486,0.49955673023586
27,5,0.5,TRUE,0.531542465938539,0.455967863830587,0.480461546040873,0.393685664439183,0.46808682793531,0.668504987580398,0.855039998410062,0.600291093285463,0.671291223178273,0.912257853558355,0.773549483033955
28,5,0.5,TRUE,0.703602661265806,0.522371373493605,0.503171198549551,0.553116902777478,0.49511709774233,0.327311483804997,0.512578274005186,0.659400521429906,0.364531393735398,0.510480004094791,0.568583177637018
