"current_seed","Nsamp","nullpi","poisthin","auc_ols","auc_biash_ols","auc_biash_voom","auc_ols_ash","auc_succotash","auc_cate_rr","auc_sva_ols","auc_ruvash","auc_cate_nc","auc_ruv2","auc_ruv4"
72,5,0.9,TRUE,0.646155555555555,0.757377777777778,0.780355555555556,0.750711111111111,0.807422222222222,0.736044444444444,0.738688888888889,0.814,0.738244444444444,0.731488888888889,0.737422222222222
73,5,0.9,TRUE,0.610377777777778,0.684222222222222,0.867288888888889,0.633755555555556,0.870266666666667,0.841633333333333,0.770844444444444,0.864333333333333,0.848288888888889,0.746422222222222,0.7834
74,5,0.9,TRUE,0.59,0.887955555555555,0.877533333333333,0.886133333333333,0.888911111111111,0.814044444444444,0.717622222222222,0.887555555555556,0.796122222222222,0.703488888888889,0.723333333333333
75,5,0.9,TRUE,0.543788888888889,0.783422222222222,0.799622222222222,0.782666666666667,0.819022222222222,0.798166666666667,0.665688888888889,0.812577777777778,0.801466666666667,0.650866666666667,0.689755555555556
76,5,0.9,TRUE,0.680033333333333,0.728822222222222,0.767266666666667,0.724044444444444,0.7372,0.717511111111111,0.7208,0.726666666666667,0.721766666666667,0.720922222222222,0.722422222222222
77,5,0.9,TRUE,0.605,0.772022222222222,0.771844444444444,0.771577777777778,0.868733333333333,0.8154,0.633333333333333,0.8496,0.817988888888889,0.635,0.671488888888889
78,5,0.9,TRUE,0.597733333333333,0.761044444444444,0.776222222222222,0.760533333333333,0.8012,0.790222222222222,0.785588888888889,0.794266666666667,0.7934,0.778777777777778,0.793788888888889
79,5,0.9,TRUE,0.6432,0.6592,0.736955555555556,0.639866666666667,0.716288888888889,0.727711111111111,0.710133333333333,0.745933333333333,0.712511111111111,0.722044444444444,0.724144444444444
80,5,0.9,TRUE,0.603222222222222,0.771155555555556,0.781711111111111,0.770533333333333,0.781177777777778,0.746088888888889,0.7304,0.7886,0.747633333333333,0.745966666666667,0.7409
81,5,0.9,TRUE,0.744777777777778,0.761733333333333,0.816622222222222,0.7498,0.838688888888889,0.832355555555556,0.785511111111111,0.825822222222222,0.837922222222222,0.747266666666667,0.786344444444444
82,5,0.9,TRUE,0.598044444444444,0.818577777777778,0.838888888888889,0.818333333333333,0.877688888888889,0.814955555555556,0.779644444444444,0.853133333333333,0.8359,0.762977777777778,0.787444444444444
83,5,0.9,TRUE,0.565,0.809088888888889,0.815511111111111,0.807733333333333,0.817444444444444,0.811088888888889,0.735688888888889,0.816555555555556,0.808677777777778,0.747311111111111,0.756844444444444
84,5,0.9,TRUE,0.6493,0.700844444444444,0.827222222222222,0.635222222222222,0.660177777777778,0.661133333333333,0.670866666666667,0.6988,0.663866666666667,0.643288888888889,0.660488888888889
85,5,0.9,TRUE,0.545,0.772866666666667,0.832933333333333,0.767888888888889,0.8106,0.775422222222222,0.778622222222222,0.810888888888889,0.792966666666667,0.769444444444444,0.772377777777778
86,5,0.9,TRUE,0.72,0.730911111111111,0.787955555555556,0.726466666666667,0.811311111111111,0.807722222222222,0.701655555555556,0.801644444444444,0.811977777777778,0.809033333333333,0.811077777777778
87,5,0.9,TRUE,0.770177777777778,0.782422222222222,0.777711111111111,0.780488888888889,0.786333333333333,0.788844444444444,0.781911111111111,0.767422222222222,0.790033333333333,0.750155555555556,0.797688888888889
88,5,0.9,TRUE,0.724777777777778,0.726466666666667,0.834333333333333,0.716222222222222,0.809622222222222,0.796066666666667,0.812855555555556,0.799688888888889,0.808422222222222,0.793066666666667,0.790577777777778
89,5,0.9,TRUE,0.6178,0.623733333333333,0.768088888888889,0.601622222222222,0.7106,0.704977777777778,0.651022222222222,0.693266666666667,0.728033333333333,0.701822222222222,0.711888888888889
90,5,0.9,TRUE,0.57,0.780311111111111,0.810533333333333,0.779022222222222,0.806511111111111,0.814611111111111,0.816533333333333,0.810155555555556,0.8066,0.800644444444444,0.813155555555556
91,5,0.9,TRUE,0.594033333333333,0.828088888888889,0.818533333333333,0.826733333333333,0.826155555555556,0.805177777777778,0.730522222222222,0.8368,0.804655555555556,0.7696,0.783611111111111
92,5,0.9,TRUE,0.643111111111111,0.754288888888889,0.757066666666667,0.755733333333333,0.772133333333333,0.723211111111111,0.720644444444444,0.7836,0.713911111111111,0.718788888888889,0.723222222222222
93,5,0.9,TRUE,0.678511111111111,0.704866666666667,0.759288888888889,0.699933333333333,0.785644444444444,0.768044444444444,0.7857,0.768177777777778,0.762544444444444,0.782688888888889,0.767066666666667
94,5,0.9,TRUE,0.715533333333333,0.788066666666667,0.835711111111111,0.784,0.836333333333333,0.8221,0.749866666666667,0.828088888888889,0.802366666666667,0.765111111111111,0.773277777777778
95,5,0.9,TRUE,0.701888888888889,0.722666666666667,0.813488888888889,0.704422222222222,0.803022222222222,0.749777777777778,0.780044444444444,0.801911111111111,0.789022222222222,0.769711111111111,0.743
96,5,0.9,TRUE,0.684444444444445,0.750977777777778,0.750155555555556,0.751422222222222,0.755444444444444,0.752133333333333,0.759422222222222,0.750133333333333,0.759711111111111,0.749122222222222,0.755322222222222
97,5,0.9,TRUE,0.555,0.768444444444444,0.774044444444444,0.767733333333333,0.790066666666667,0.745788888888889,0.724744444444444,0.791088888888889,0.747511111111111,0.721488888888889,0.740111111111111
98,5,0.9,TRUE,0.467644444444444,0.472533333333333,0.809822222222222,0.495733333333333,0.703133333333333,0.635533333333333,0.487711111111111,0.695288888888889,0.6784,0.719555555555556,0.640088888888889
99,5,0.9,TRUE,0.7026,0.718644444444444,0.724333333333333,0.711244444444444,0.7464,0.720011111111111,0.711022222222222,0.748222222222222,0.723233333333333,0.711311111111111,0.723355555555556
100,5,0.9,TRUE,0.63,0.8128,0.837866666666667,0.811133333333333,0.841955555555556,0.804966666666667,0.750411111111111,0.840355555555556,0.818955555555556,0.772822222222222,0.785388888888889
1,10,0.9,TRUE,0.683911111111111,0.686355555555556,0.849044444444444,0.669711111111111,0.831888888888889,0.796122222222222,0.762577777777778,0.832422222222222,0.801622222222222,0.802955555555556,0.7915
2,10,0.9,TRUE,0.67,0.830933333333333,0.844666666666667,0.8304,0.848711111111111,0.853988888888889,0.8483,0.849355555555556,0.852644444444444,0.842622222222222,0.854911111111111
3,10,0.9,TRUE,0.642777777777778,0.667688888888889,0.850777777777778,0.6284,0.833555555555556,0.832244444444444,0.816133333333333,0.831577777777778,0.831422222222222,0.829911111111111,0.842777777777778
4,10,0.9,TRUE,0.693511111111111,0.831488888888889,0.824577777777778,0.831333333333333,0.866755555555556,0.849522222222222,0.7879,0.865822222222222,0.846622222222222,0.777666666666667,0.801188888888889
5,10,0.9,TRUE,0.791533333333333,0.815288888888889,0.834444444444444,0.808088888888889,0.859755555555555,0.831711111111111,0.817822222222222,0.855577777777778,0.8393,0.809422222222222,0.8314
6,10,0.9,TRUE,0.61,0.794377777777778,0.827466666666667,0.792755555555556,0.881644444444444,0.845666666666667,0.745,0.877933333333333,0.857311111111111,0.745,0.74
7,10,0.9,TRUE,0.710933333333333,0.819066666666667,0.8118,0.812911111111111,0.837666666666667,0.862055555555556,0.803288888888889,0.841555555555556,0.863177777777778,0.861055555555556,0.862166666666667
8,10,0.9,TRUE,0.697555555555556,0.728888888888889,0.866866666666667,0.709533333333333,0.8874,0.8883,0.839155555555556,0.879422222222222,0.893788888888889,0.869444444444444,0.865911111111111
9,10,0.9,TRUE,0.806777777777778,0.794777777777778,0.835688888888889,0.804244444444444,0.896155555555556,0.866866666666667,0.870777777777778,0.891311111111111,0.868277777777778,0.802833333333333,0.850111111111111
10,10,0.9,TRUE,0.749444444444444,0.874733333333333,0.881222222222222,0.875155555555556,0.887066666666667,0.868655555555556,0.855266666666667,0.887288888888889,0.874711111111111,0.856066666666667,0.867911111111111
11,10,0.9,TRUE,0.68,0.857911111111111,0.870666666666667,0.856333333333333,0.886377777777778,0.864433333333333,0.824066666666667,0.882888888888889,0.871366666666667,0.827766666666667,0.840088888888889
12,10,0.9,TRUE,0.809,0.836688888888889,0.827577777777778,0.836333333333333,0.877155555555556,0.815044444444444,0.773822222222222,0.883222222222222,0.819266666666667,0.772688888888889,0.778866666666667
13,10,0.9,TRUE,0.692033333333333,0.727711111111111,0.890911111111111,0.694822222222222,0.866733333333333,0.839766666666667,0.792277777777778,0.865866666666667,0.829733333333333,0.787533333333333,0.795866666666667
14,10,0.9,TRUE,0.669533333333333,0.675955555555556,0.749688888888889,0.672733333333333,0.858244444444444,0.797222222222222,0.789644444444444,0.855555555555556,0.837511111111111,0.822444444444444,0.7944
15,10,0.9,TRUE,0.749155555555556,0.797333333333333,0.891,0.797288888888889,0.909177777777778,0.874577777777778,0.763777777777778,0.9066,0.860466666666667,0.759311111111111,0.768777777777778
16,10,0.9,TRUE,0.742311111111111,0.747444444444444,0.814888888888889,0.743666666666667,0.896933333333333,0.871444444444444,0.798533333333333,0.8974,0.876222222222222,0.799066666666667,0.799466666666667
17,10,0.9,TRUE,0.724166666666667,0.868466666666667,0.872088888888889,0.8674,0.8946,0.8816,0.884333333333333,0.894888888888889,0.887333333333333,0.899288888888889,0.890522222222222
18,10,0.9,TRUE,0.749611111111111,0.7696,0.787911111111111,0.769622222222222,0.870533333333333,0.863844444444444,0.851388888888889,0.867155555555556,0.863511111111111,0.8677,0.863022222222222
19,10,0.9,TRUE,0.595,0.782933333333333,0.776533333333333,0.780488888888889,0.879888888888889,0.865877777777778,0.844344444444444,0.876711111111111,0.8698,0.857533333333333,0.846155555555556
20,10,0.9,TRUE,0.705,0.849377777777778,0.850244444444444,0.8496,0.862577777777778,0.827444444444445,0.818355555555556,0.862266666666667,0.822088888888889,0.8176,0.837066666666667
21,10,0.9,TRUE,0.6918,0.700311111111111,0.777311111111111,0.699422222222222,0.848088888888889,0.8529,0.825455555555556,0.844666666666667,0.858866666666667,0.843411111111111,0.8477
22,10,0.9,TRUE,0.767877777777778,0.827244444444444,0.847977777777778,0.826933333333333,0.883355555555556,0.883288888888889,0.872244444444444,0.883355555555556,0.886511111111111,0.8666,0.868933333333333
23,10,0.9,TRUE,0.665,0.841688888888889,0.839377777777778,0.840755555555556,0.866955555555556,0.829722222222222,0.829622222222222,0.864733333333333,0.834911111111111,0.837466666666667,0.831933333333333
24,10,0.9,TRUE,0.71,0.851133333333333,0.880177777777778,0.849888888888889,0.891244444444445,0.879688888888889,0.862755555555555,0.890311111111111,0.879877777777778,0.864177777777778,0.880088888888889
25,10,0.9,TRUE,0.725,0.867377777777778,0.8772,0.866822222222222,0.905577777777778,0.891433333333333,0.813377777777778,0.905755555555556,0.871144444444444,0.846711111111111,0.8857
26,10,0.9,TRUE,0.675,0.7788,0.809311111111111,0.779822222222222,0.867466666666667,0.842522222222222,0.769355555555556,0.867177777777778,0.863155555555556,0.838233333333333,0.845866666666667
27,10,0.9,TRUE,0.798422222222222,0.806688888888889,0.806422222222222,0.806666666666667,0.866777777777778,0.831322222222222,0.828444444444444,0.867933333333333,0.840788888888889,0.760733333333333,0.834044444444444
28,10,0.9,TRUE,0.655,0.859577777777778,0.861,0.858733333333333,0.871733333333333,0.865155555555556,0.853611111111111,0.870866666666667,0.864044444444444,0.8622,0.866
29,10,0.9,TRUE,0.735,0.893666666666667,0.896755555555556,0.891533333333333,0.913533333333333,0.904711111111111,0.907266666666667,0.912311111111111,0.904066666666667,0.902555555555556,0.9048
30,10,0.9,TRUE,0.66,0.866111111111111,0.864955555555556,0.8648,0.876555555555556,0.871733333333333,0.8644,0.876488888888889,0.8686,0.876477777777778,0.858466666666667
31,10,0.9,TRUE,0.806211111111111,0.812622222222222,0.879733333333333,0.797888888888889,0.912666666666667,0.884922222222222,0.9004,0.911688888888889,0.8925,0.8754,0.885077777777778
32,10,0.9,TRUE,0.66,0.858133333333333,0.851955555555556,0.857755555555556,0.8676,0.8413,0.843266666666667,0.866955555555556,0.845,0.833344444444444,0.819933333333333
33,10,0.9,TRUE,0.62,0.8316,0.842577777777778,0.828555555555556,0.867,0.860766666666667,0.853577777777778,0.859288888888889,0.870822222222222,0.859577777777778,0.853688888888889
34,10,0.9,TRUE,0.689288888888889,0.839866666666667,0.838888888888889,0.838711111111111,0.854244444444444,0.825822222222222,0.847866666666667,0.854022222222222,0.840133333333333,0.822877777777778,0.817866666666667
35,10,0.9,TRUE,0.67,0.870844444444444,0.889,0.869822222222222,0.908222222222222,0.860888888888889,0.827711111111111,0.906377777777778,0.863855555555556,0.816122222222222,0.824711111111111
36,10,0.9,TRUE,0.814911111111111,0.814666666666667,0.815844444444444,0.814266666666667,0.846933333333333,0.8372,0.827333333333333,0.849266666666667,0.830655555555556,0.8144,0.829155555555556
37,10,0.9,TRUE,0.803344444444444,0.810311111111111,0.828844444444444,0.809666666666667,0.842222222222222,0.831044444444444,0.830866666666667,0.840666666666667,0.830688888888889,0.830622222222222,0.826111111111111
38,10,0.9,TRUE,0.67,0.817666666666667,0.914733333333333,0.817866666666667,0.917933333333333,0.830355555555556,0.75,0.917488888888889,0.821911111111111,0.76,0.765
39,10,0.9,TRUE,0.800855555555556,0.811622222222222,0.815155555555556,0.809977777777778,0.847844444444444,0.827488888888889,0.822966666666667,0.8472,0.825222222222222,0.800577777777778,0.824822222222222
40,10,0.9,TRUE,0.685,0.792711111111111,0.779244444444444,0.792555555555556,0.837466666666667,0.823133333333333,0.761533333333333,0.835155555555556,0.8234,0.73,0.827011111111111
41,10,0.9,TRUE,0.671511111111111,0.742711111111111,0.836155555555556,0.733133333333333,0.874911111111111,0.852122222222222,0.8448,0.873222222222222,0.849577777777778,0.849822222222222,0.854488888888889
42,10,0.9,TRUE,0.6053,0.641088888888889,0.857177777777778,0.586355555555556,0.868088888888889,0.836011111111111,0.758155555555556,0.869155555555556,0.858666666666667,0.845555555555556,0.845488888888889
43,10,0.9,TRUE,0.598755555555556,0.627622222222222,0.803333333333333,0.594177777777778,0.828555555555555,0.815733333333333,0.733822222222222,0.825,0.815511111111111,0.763333333333333,0.808977777777778
44,10,0.9,TRUE,0.61,0.784377777777778,0.8074,0.779733333333333,0.802777777777778,0.785444444444444,0.780177777777778,0.805444444444444,0.808944444444444,0.780644444444444,0.794977777777778
45,10,0.9,TRUE,0.684277777777778,0.705022222222222,0.8812,0.693155555555556,0.8822,0.853866666666667,0.840555555555556,0.881422222222222,0.863444444444444,0.868111111111111,0.860777777777778
46,10,0.9,TRUE,0.645,0.862755555555556,0.874977777777778,0.860511111111111,0.893311111111111,0.877188888888889,0.864777777777778,0.890066666666667,0.8888,0.8624,0.864455555555556
47,10,0.9,TRUE,0.685,0.852933333333333,0.879288888888889,0.852555555555556,0.921066666666667,0.901688888888889,0.832344444444444,0.918622222222222,0.889222222222222,0.8178,0.841666666666667
48,10,0.9,TRUE,0.65,0.838755555555556,0.837822222222222,0.838444444444444,0.846555555555556,0.802977777777778,0.792544444444444,0.844888888888889,0.808733333333333,0.801911111111111,0.803266666666667
49,10,0.9,TRUE,0.725,0.821955555555556,0.837911111111111,0.820933333333333,0.853888888888889,0.855888888888889,0.854555555555556,0.8512,0.850955555555556,0.853044444444444,0.853666666666667
50,10,0.9,TRUE,0.790977777777778,0.808022222222222,0.805466666666667,0.808244444444444,0.865133333333333,0.848733333333333,0.758733333333333,0.860888888888889,0.852922222222222,0.773966666666667,0.7843
51,10,0.9,TRUE,0.853133333333333,0.896844444444444,0.902088888888889,0.897177777777778,0.915133333333333,0.896955555555556,0.901166666666667,0.915755555555556,0.894466666666667,0.898144444444444,0.8978
52,10,0.9,TRUE,0.796044444444444,0.825711111111111,0.837555555555556,0.825555555555556,0.860977777777778,0.8509,0.856911111111111,0.858088888888889,0.848333333333333,0.846366666666667,0.850333333333333
53,10,0.9,TRUE,0.653666666666667,0.660466666666667,0.831644444444444,0.630244444444444,0.893911111111111,0.891077777777778,0.791266666666667,0.893777777777778,0.823777777777778,0.76,0.755
54,10,0.9,TRUE,0.731844444444444,0.7626,0.763333333333333,0.762577777777778,0.822022222222222,0.798488888888889,0.804622222222222,0.821111111111111,0.817422222222222,0.790833333333333,0.785533333333333
55,10,0.9,TRUE,0.723944444444445,0.860022222222222,0.885911111111111,0.860666666666667,0.879711111111111,0.865444444444444,0.865688888888889,0.878866666666667,0.866955555555556,0.881,0.861844444444444
56,10,0.9,TRUE,0.708588888888889,0.710844444444444,0.846311111111111,0.696577777777778,0.855511111111111,0.8408,0.820655555555556,0.857,0.847666666666667,0.844677777777778,0.840433333333333
57,10,0.9,TRUE,0.699266666666667,0.793155555555556,0.880288888888889,0.7952,0.882288888888889,0.850033333333333,0.845177777777778,0.882177777777778,0.8487,0.834733333333333,0.836244444444444
58,10,0.9,TRUE,0.788266666666667,0.792733333333333,0.833955555555556,0.784688888888889,0.8766,0.844044444444444,0.8412,0.876644444444444,0.848488888888889,0.849511111111111,0.840922222222222
59,10,0.9,TRUE,0.69,0.887822222222222,0.896755555555556,0.886688888888889,0.889488888888889,0.887888888888889,0.876311111111111,0.886711111111111,0.883055555555556,0.859755555555556,0.885644444444444
60,10,0.9,TRUE,0.708955555555556,0.713711111111111,0.734022222222222,0.708533333333333,0.836311111111111,0.827777777777778,0.816911111111111,0.833155555555556,0.819855555555556,0.818511111111111,0.832155555555556
61,10,0.9,TRUE,0.743033333333333,0.863133333333333,0.881244444444444,0.862933333333333,0.885711111111111,0.865377777777778,0.874488888888889,0.888244444444444,0.879355555555556,0.823422222222222,0.8764
62,10,0.9,TRUE,0.665,0.853222222222222,0.898555555555556,0.851311111111111,0.931133333333333,0.911655555555556,0.837866666666667,0.928155555555556,0.918222222222222,0.841322222222222,0.836111111111111
63,10,0.9,TRUE,0.629977777777778,0.653177777777778,0.8826,0.625088888888889,0.891022222222222,0.875555555555556,0.841111111111111,0.893244444444445,0.879277777777778,0.796488888888889,0.867977777777778
64,10,0.9,TRUE,0.736211111111111,0.749577777777778,0.826688888888889,0.747422222222222,0.901466666666667,0.877288888888889,0.774511111111111,0.901044444444444,0.870311111111111,0.770255555555556,0.797711111111111
65,10,0.9,TRUE,0.66,0.845266666666667,0.838377777777778,0.8444,0.863511111111111,0.849388888888889,0.843266666666667,0.865355555555556,0.855811111111111,0.849733333333333,0.846055555555556
66,10,0.9,TRUE,0.67,0.902244444444444,0.908977777777778,0.9012,0.924666666666667,0.866511111111111,0.854644444444444,0.925555555555556,0.868055555555556,0.865911111111111,0.863377777777778
67,10,0.9,TRUE,0.801222222222222,0.852755555555556,0.879866666666667,0.8416,0.926266666666667,0.8829,0.877611111111111,0.929755555555556,0.8897,0.874588888888889,0.8895
68,10,0.9,TRUE,0.64,0.819644444444444,0.839688888888889,0.817911111111111,0.869488888888889,0.833411111111111,0.815977777777778,0.870444444444444,0.839555555555556,0.834111111111111,0.818422222222222
69,10,0.9,TRUE,0.7243,0.862688888888889,0.8704,0.860911111111111,0.911866666666667,0.899811111111111,0.853977777777778,0.911777777777778,0.901211111111111,0.844088888888889,0.844177777777778
70,10,0.9,TRUE,0.741066666666667,0.856355555555556,0.855288888888889,0.854244444444444,0.878533333333333,0.831666666666667,0.8138,0.873911111111111,0.838144444444444,0.792288888888889,0.819033333333333
71,10,0.9,TRUE,0.722288888888889,0.768444444444444,0.878288888888889,0.723177777777778,0.896711111111111,0.859666666666667,0.8536,0.898666666666667,0.868,0.825333333333333,0.846322222222222
72,10,0.9,TRUE,0.688377777777778,0.717288888888889,0.838733333333333,0.692133333333333,0.840511111111111,0.810111111111111,0.779511111111111,0.840777777777778,0.808144444444444,0.808466666666667,0.810288888888889
73,10,0.9,TRUE,0.734533333333333,0.759133333333333,0.806422222222222,0.7382,0.845466666666667,0.819277777777778,0.817066666666667,0.845555555555556,0.8268,0.816766666666667,0.827155555555556
74,10,0.9,TRUE,0.804177777777778,0.840888888888889,0.8372,0.835466666666667,0.880488888888889,0.844322222222222,0.843155555555556,0.879,0.853322222222222,0.822666666666667,0.838777777777778
75,10,0.9,TRUE,0.64,0.827866666666667,0.821066666666667,0.825333333333333,0.843222222222222,0.818055555555556,0.811288888888889,0.844022222222222,0.829355555555556,0.8164,0.824133333333333
76,10,0.9,TRUE,0.69,0.829311111111111,0.843733333333333,0.830066666666667,0.886711111111111,0.867222222222222,0.858766666666667,0.883044444444444,0.872688888888889,0.787622222222222,0.844844444444445
77,10,0.9,TRUE,0.668933333333333,0.690088888888889,0.798266666666667,0.662711111111111,0.858666666666667,0.814111111111111,0.802777777777778,0.857955555555556,0.811755555555556,0.804244444444444,0.812
78,10,0.9,TRUE,0.66,0.868977777777778,0.883266666666667,0.867822222222222,0.890088888888889,0.871088888888889,0.8744,0.890044444444444,0.871955555555556,0.875911111111111,0.877222222222222
79,10,0.9,TRUE,0.675,0.834711111111111,0.849444444444444,0.834155555555556,0.887644444444444,0.8696,0.874588888888889,0.888555555555556,0.871755555555556,0.849088888888889,0.853622222222222
80,10,0.9,TRUE,0.738577777777778,0.761844444444444,0.857666666666667,0.739222222222222,0.881688888888889,0.863955555555556,0.845466666666667,0.881,0.858533333333333,0.820666666666667,0.858444444444444
81,10,0.9,TRUE,0.675,0.8658,0.8804,0.864666666666667,0.888177777777778,0.8773,0.878711111111111,0.888466666666667,0.872377777777778,0.875222222222222,0.878744444444444
82,10,0.9,TRUE,0.731555555555556,0.798644444444444,0.882711111111111,0.777022222222222,0.913111111111111,0.861411111111111,0.855255555555556,0.913955555555556,0.866866666666667,0.859755555555556,0.852555555555556
83,10,0.9,TRUE,0.821533333333333,0.829311111111111,0.829888888888889,0.8306,0.860711111111111,0.864911111111111,0.788844444444444,0.857711111111111,0.839533333333333,0.788844444444444,0.827788888888889
84,10,0.9,TRUE,0.695,0.827422222222222,0.834288888888889,0.825133333333333,0.848088888888889,0.874333333333333,0.868977777777778,0.845111111111111,0.874922222222222,0.870555555555556,0.8779
85,10,0.9,TRUE,0.774455555555556,0.792,0.849,0.772466666666667,0.908022222222222,0.876133333333333,0.846966666666667,0.907155555555555,0.870333333333333,0.837144444444444,0.8654
86,10,0.9,TRUE,0.641022222222222,0.653355555555556,0.891866666666667,0.618733333333333,0.906022222222222,0.857688888888889,0.816933333333333,0.905288888888889,0.875,0.859133333333333,0.846666666666667
87,10,0.9,TRUE,0.762,0.7982,0.881622222222222,0.769066666666667,0.870933333333333,0.849266666666667,0.798377777777778,0.872644444444444,0.8408,0.798577777777778,0.849444444444444
88,10,0.9,TRUE,0.709177777777778,0.864644444444444,0.865066666666667,0.864044444444444,0.859044444444444,0.853066666666667,0.849822222222222,0.859377777777778,0.846933333333333,0.835022222222222,0.849177777777778
89,10,0.9,TRUE,0.675,0.841866666666667,0.843311111111111,0.8406,0.8732,0.853777777777778,0.851622222222222,0.865711111111111,0.861311111111111,0.834122222222222,0.840577777777778
90,10,0.9,TRUE,0.688888888888889,0.7498,0.830733333333333,0.740577777777778,0.877688888888889,0.820777777777778,0.765,0.879088888888889,0.812388888888889,0.76,0.765
91,10,0.9,TRUE,0.8173,0.829511111111111,0.868933333333333,0.827088888888889,0.888133333333333,0.883444444444444,0.8288,0.883022222222222,0.878144444444444,0.8192,0.832522222222222
92,10,0.9,TRUE,0.689311111111111,0.813244444444444,0.810888888888889,0.813377777777778,0.817644444444444,0.787533333333333,0.778977777777778,0.819022222222222,0.787866666666667,0.75,0.795788888888889
93,10,0.9,TRUE,0.752377777777778,0.745466666666667,0.854133333333333,0.744444444444444,0.855,0.8356,0.844444444444444,0.850177777777778,0.835377777777778,0.845222222222222,0.831266666666667
94,10,0.9,TRUE,0.729066666666667,0.752688888888889,0.799044444444444,0.745444444444444,0.860422222222222,0.839688888888889,0.7955,0.8546,0.836911111111111,0.811666666666667,0.8206
95,10,0.9,TRUE,0.782422222222222,0.806733333333333,0.808422222222222,0.807066666666667,0.855088888888889,0.851,0.808244444444444,0.850044444444444,0.845877777777778,0.814044444444444,0.820255555555556
96,10,0.9,TRUE,0.764122222222222,0.803866666666667,0.7916,0.786866666666667,0.824622222222222,0.773488888888889,0.777666666666667,0.831711111111111,0.763666666666667,0.780855555555556,0.7704
97,10,0.9,TRUE,0.725033333333333,0.787177777777778,0.833422222222222,0.782088888888889,0.876444444444444,0.845155555555556,0.762533333333333,0.8756,0.840155555555556,0.748822222222222,0.804
98,10,0.9,TRUE,0.773111111111111,0.810044444444444,0.836844444444445,0.804711111111111,0.850511111111111,0.797844444444444,0.790355555555556,0.851311111111111,0.804955555555556,0.791266666666667,0.797755555555556
99,10,0.9,TRUE,0.6692,0.8576,0.851555555555556,0.856644444444444,0.869355555555556,0.833688888888889,0.801933333333333,0.870111111111111,0.848733333333333,0.805422222222222,0.833755555555556
100,10,0.9,TRUE,0.811277777777778,0.825311111111111,0.820088888888889,0.825888888888889,0.876177777777778,0.847811111111111,0.849077777777778,0.872488888888889,0.8602,0.8624,0.856555555555556
1,20,0.9,TRUE,0.715,0.900777777777778,0.897822222222222,0.900133333333333,0.908022222222222,0.894844444444444,0.894911111111111,0.907488888888889,0.896555555555556,0.891311111111111,0.892355555555556
2,20,0.9,TRUE,0.755,0.896511111111111,0.898533333333333,0.896088888888889,0.9258,0.912711111111111,0.9062,0.925422222222222,0.919411111111111,0.893311111111111,0.896777777777778
3,20,0.9,TRUE,0.700311111111111,0.697555555555556,0.898266666666667,0.692133333333333,0.9352,0.924255555555556,0.913088888888889,0.934622222222222,0.899844444444444,0.8719,0.876977777777778
4,20,0.9,TRUE,0.74,0.8834,0.894133333333333,0.882711111111111,0.936333333333333,0.936122222222222,0.924755555555556,0.938466666666667,0.938411111111111,0.933155555555556,0.934466666666667
5,20,0.9,TRUE,0.812911111111111,0.8476,0.867755555555556,0.840044444444444,0.914488888888889,0.877222222222222,0.873677777777778,0.915955555555556,0.874433333333333,0.871977777777778,0.873466666666667
6,20,0.9,TRUE,0.724022222222222,0.744244444444444,0.924777777777778,0.734711111111111,0.948666666666667,0.947088888888889,0.893055555555556,0.948111111111111,0.938288888888889,0.943511111111111,0.888066666666667
7,20,0.9,TRUE,0.735,0.859888888888889,0.861355555555556,0.859422222222222,0.886933333333333,0.857,0.804522222222222,0.8872,0.863688888888889,0.795,0.823311111111111
8,20,0.9,TRUE,0.800288888888889,0.821422222222222,0.894911111111111,0.813311111111111,0.916755555555556,0.8946,0.844155555555556,0.915355555555556,0.892922222222222,0.891044444444444,0.868288888888889
9,20,0.9,TRUE,0.830266666666667,0.831533333333333,0.869622222222222,0.827133333333333,0.908644444444444,0.8932,0.901333333333333,0.909422222222222,0.903777777777778,0.873233333333333,0.902111111111111
10,20,0.9,TRUE,0.884766666666667,0.905822222222222,0.895977777777778,0.902377777777778,0.9112,0.897077777777778,0.919155555555556,0.911911111111111,0.899844444444444,0.923633333333333,0.907488888888889
11,20,0.9,TRUE,0.837933333333333,0.838844444444444,0.877355555555556,0.828088888888889,0.882333333333333,0.861244444444444,0.860333333333333,0.883133333333333,0.863466666666667,0.866388888888889,0.866055555555556
12,20,0.9,TRUE,0.812644444444444,0.842711111111111,0.887688888888889,0.833688888888889,0.911244444444444,0.879777777777778,0.883022222222222,0.911533333333333,0.889688888888889,0.888844444444444,0.885222222222222
13,20,0.9,TRUE,0.742155555555556,0.787088888888889,0.943777777777778,0.744111111111111,0.954511111111111,0.936655555555556,0.932633333333333,0.955266666666667,0.893633333333333,0.86,0.859688888888889
14,20,0.9,TRUE,0.851511111111111,0.900111111111111,0.924066666666667,0.897177777777778,0.933288888888889,0.915777777777778,0.908388888888889,0.935755555555556,0.920577777777778,0.925333333333333,0.926977777777778
15,20,0.9,TRUE,0.72,0.903,0.919022222222222,0.902577777777778,0.951133333333333,0.904044444444444,0.901066666666667,0.951955555555556,0.903044444444444,0.899622222222222,0.904288888888889
16,20,0.9,TRUE,0.76,0.914933333333333,0.911133333333333,0.914511111111111,0.927244444444444,0.915955555555556,0.912888888888889,0.927533333333333,0.908122222222222,0.914688888888889,0.914111111111111
