"current_seed","Nsamp","nullpi","poisthin","auc_ols","auc_biash_ols","auc_biash_voom","auc_ols_ash","auc_succotash","auc_cate_rr","auc_sva_ols","auc_ruvash","auc_cate_nc","auc_ruv2","auc_ruv4"
98,10,0.5,TRUE,0.789544,0.792864,0.817584,0.792936,0.844056,0.832188,0.82504,0.843504,0.841672,0.85544,0.8348
99,10,0.5,TRUE,0.801952,0.863624,0.86708,0.86312,0.88496,0.850432,0.84878,0.885672,0.84844,0.854728,0.853188
100,10,0.5,TRUE,0.79424,0.802344,0.800608,0.802416,0.846288,0.8146,0.807732,0.847248,0.826112,0.838096,0.820628
1,20,0.5,TRUE,0.82712,0.9152,0.91612,0.91488,0.93932,0.91558,0.90416,0.942032,0.924072,0.920188,0.9206
2,20,0.5,TRUE,0.858496,0.89084,0.89064,0.889952,0.922216,0.91098,0.913404,0.924352,0.911096,0.916712,0.913484
3,20,0.5,TRUE,0.678296,0.710208,0.917368,0.675848,0.927472,0.904536,0.848752,0.927224,0.911432,0.907552,0.910216
4,20,0.5,TRUE,0.829616,0.893528,0.91204,0.893384,0.92604,0.905152,0.911392,0.925384,0.90912,0.88676,0.8853
5,20,0.5,TRUE,0.799672,0.815744,0.83624,0.816592,0.906,0.892976,0.867392,0.909168,0.899112,0.900208,0.895864
6,20,0.5,TRUE,0.792888,0.81316,0.920656,0.807072,0.940672,0.921744,0.919136,0.942192,0.925984,0.9038,0.922868
7,20,0.5,TRUE,0.82462,0.871616,0.882952,0.871512,0.927664,0.90138,0.889356,0.926792,0.912852,0.897456,0.900328
8,20,0.5,TRUE,0.807008,0.826704,0.875216,0.825208,0.935104,0.89578,0.881368,0.9354,0.905,0.89244,0.898788
9,20,0.5,TRUE,0.846256,0.854448,0.910576,0.852872,0.926816,0.917448,0.908208,0.924016,0.90782,0.8994,0.912976
10,20,0.5,TRUE,0.855928,0.861536,0.873304,0.861456,0.915688,0.900864,0.890488,0.915504,0.904968,0.90002,0.899212
11,20,0.5,TRUE,0.817756,0.835648,0.869456,0.830296,0.906272,0.890436,0.891828,0.907752,0.898368,0.900508,0.896128
12,20,0.5,TRUE,0.803848,0.84624,0.909768,0.843136,0.915584,0.89652,0.893612,0.914664,0.8968,0.891756,0.89488
13,20,0.5,TRUE,0.760952,0.776944,0.920672,0.757056,0.927888,0.912544,0.839096,0.926584,0.905636,0.891764,0.893424
14,20,0.5,TRUE,0.868424,0.891976,0.920136,0.892048,0.921496,0.898384,0.9028,0.922688,0.904272,0.902824,0.905044
15,20,0.5,TRUE,0.836884,0.888472,0.903512,0.887808,0.920992,0.909408,0.909728,0.921024,0.911984,0.898312,0.907768
16,20,0.5,TRUE,0.819,0.905104,0.913216,0.904128,0.925856,0.911272,0.906808,0.923144,0.9092,0.902984,0.905168
17,20,0.5,TRUE,0.812204,0.871448,0.880856,0.8702,0.925304,0.908612,0.8944,0.924696,0.9047,0.8932,0.897884
18,20,0.5,TRUE,0.73938,0.7636,0.917152,0.730936,0.925336,0.917744,0.860784,0.926416,0.917004,0.918252,0.916288
19,20,0.5,TRUE,0.796488,0.80948,0.871464,0.80508,0.9222,0.89088,0.878848,0.922448,0.901528,0.894176,0.889524
20,20,0.5,TRUE,0.832564,0.898496,0.908648,0.897968,0.925592,0.897536,0.89652,0.925064,0.905488,0.894304,0.902104
21,20,0.5,TRUE,0.85632,0.867048,0.868984,0.866944,0.904152,0.88176,0.890696,0.907824,0.888888,0.884964,0.890216
22,20,0.5,TRUE,0.871936,0.891272,0.88896,0.89116,0.926616,0.894556,0.895552,0.925016,0.906072,0.901664,0.899712
23,20,0.5,TRUE,0.825,0.913688,0.920936,0.913104,0.928728,0.894944,0.889064,0.92824,0.913144,0.903424,0.905792
24,20,0.5,TRUE,0.723804,0.745256,0.923384,0.717768,0.934688,0.918712,0.820576,0.93388,0.9198,0.910928,0.906916
25,20,0.5,TRUE,0.814648,0.830424,0.850424,0.82212,0.900848,0.873376,0.856704,0.90148,0.87928,0.89874,0.873576
26,20,0.5,TRUE,0.843872,0.905152,0.905696,0.904456,0.921136,0.89414,0.90274,0.920456,0.907784,0.906368,0.8988
27,20,0.5,TRUE,0.8585,0.910776,0.913928,0.91084,0.931672,0.892104,0.906528,0.931696,0.917312,0.908112,0.914244
28,20,0.5,TRUE,0.855764,0.877432,0.89484,0.87708,0.914216,0.890352,0.889008,0.915072,0.909584,0.90056,0.898504
29,20,0.5,TRUE,0.814368,0.842176,0.880336,0.834256,0.933816,0.899984,0.895672,0.932744,0.906956,0.891112,0.900832
30,20,0.5,TRUE,0.822528,0.909696,0.914168,0.909192,0.924624,0.896024,0.893608,0.924312,0.904976,0.901976,0.899152
31,20,0.5,TRUE,0.82,0.918016,0.920744,0.917408,0.928888,0.909984,0.895528,0.927888,0.903184,0.905608,0.903416
32,20,0.5,TRUE,0.83886,0.848056,0.90088,0.843672,0.906248,0.883572,0.88734,0.905264,0.896632,0.884628,0.898564
33,20,0.5,TRUE,0.746072,0.75744,0.856992,0.75188,0.915848,0.887116,0.828952,0.915408,0.895888,0.891344,0.895184
34,20,0.5,TRUE,0.852592,0.868792,0.867152,0.86836,0.9006,0.86904,0.8606,0.90108,0.887732,0.895152,0.882896
35,20,0.5,TRUE,0.856344,0.874056,0.90544,0.874504,0.915328,0.89904,0.898064,0.91568,0.900664,0.904616,0.893296
36,20,0.5,TRUE,0.835808,0.882712,0.904104,0.882536,0.938416,0.923464,0.922872,0.938656,0.917932,0.922912,0.91422
37,20,0.5,TRUE,0.850824,0.902376,0.921,0.902032,0.939336,0.920352,0.901984,0.939024,0.910568,0.90726,0.918188
38,20,0.5,TRUE,0.796232,0.806936,0.833832,0.805688,0.903296,0.877752,0.842296,0.903792,0.88272,0.879264,0.875624
39,20,0.5,TRUE,0.856872,0.875912,0.901592,0.875096,0.941328,0.918472,0.891772,0.939936,0.91636,0.902812,0.909564
40,20,0.5,TRUE,0.705656,0.737048,0.871552,0.704048,0.904592,0.86996,0.8254,0.90284,0.881952,0.87844,0.870104
41,20,0.5,TRUE,0.805684,0.888968,0.894856,0.888,0.90576,0.877,0.883312,0.905216,0.888728,0.898432,0.885608
42,20,0.5,TRUE,0.846888,0.856696,0.895536,0.856424,0.911464,0.89236,0.887824,0.908776,0.890268,0.891756,0.890128
43,20,0.5,TRUE,0.779488,0.789032,0.834296,0.787752,0.910152,0.8935,0.849564,0.909064,0.9056,0.903128,0.897708
44,20,0.5,TRUE,0.82562,0.841592,0.873144,0.841248,0.907984,0.883804,0.877848,0.906976,0.888992,0.871584,0.883328
45,20,0.5,TRUE,0.812136,0.827368,0.91508,0.818888,0.92988,0.918416,0.905164,0.930752,0.919648,0.910608,0.915464
46,20,0.5,TRUE,0.83222,0.904672,0.912912,0.904296,0.928384,0.91228,0.90554,0.930008,0.917172,0.914104,0.914732
47,20,0.5,TRUE,0.857912,0.893336,0.898616,0.892936,0.93884,0.910096,0.910432,0.935096,0.904848,0.906768,0.901808
48,20,0.5,TRUE,0.811876,0.885008,0.898376,0.884184,0.912176,0.89524,0.898424,0.911152,0.895796,0.890848,0.890932
49,20,0.5,TRUE,0.819972,0.829784,0.921736,0.822584,0.946512,0.910344,0.895856,0.946024,0.912928,0.908692,0.903976
50,20,0.5,TRUE,0.848144,0.858928,0.887008,0.858816,0.915216,0.901992,0.90148,0.915488,0.906912,0.8866,0.898072
51,20,0.5,TRUE,0.812,0.901072,0.907712,0.900336,0.934928,0.917584,0.89404,0.934024,0.924304,0.911776,0.924872
52,20,0.5,TRUE,0.78042,0.802032,0.912376,0.782936,0.937168,0.906204,0.900776,0.93688,0.9142,0.90008,0.907616
53,20,0.5,TRUE,0.837224,0.895096,0.89628,0.894224,0.934992,0.925944,0.900908,0.935176,0.907936,0.895968,0.905504
54,20,0.5,TRUE,0.861464,0.885568,0.893832,0.885376,0.90772,0.889144,0.886008,0.9084,0.886224,0.893436,0.888672
55,20,0.5,TRUE,0.820708,0.884896,0.897056,0.884176,0.919776,0.899688,0.878864,0.917512,0.896044,0.901272,0.8978
56,20,0.5,TRUE,0.837144,0.893168,0.892808,0.892632,0.929776,0.90632,0.900256,0.929,0.910156,0.91612,0.908536
57,20,0.5,TRUE,0.752332,0.773384,0.911704,0.749864,0.919264,0.91044,0.770592,0.9164,0.906256,0.901728,0.91314
58,20,0.5,TRUE,0.84636,0.866528,0.870904,0.865864,0.911576,0.896528,0.896388,0.910608,0.89364,0.89018,0.890664
59,20,0.5,TRUE,0.76572,0.781544,0.911608,0.777568,0.933264,0.910228,0.905068,0.934376,0.910864,0.90266,0.906448
60,20,0.5,TRUE,0.803,0.90152,0.908304,0.901016,0.929456,0.896636,0.891356,0.929928,0.910704,0.898504,0.902424
61,20,0.5,TRUE,0.85392,0.883752,0.884624,0.883824,0.922248,0.902444,0.893328,0.92116,0.904628,0.900152,0.898368
62,20,0.5,TRUE,0.83708,0.846432,0.870376,0.845432,0.924192,0.906276,0.89688,0.924656,0.907736,0.896816,0.89972
63,20,0.5,TRUE,0.844488,0.861656,0.89096,0.860928,0.912896,0.895796,0.897416,0.91216,0.901032,0.89356,0.898716
64,20,0.5,TRUE,0.846016,0.862152,0.916904,0.862656,0.921552,0.903044,0.903568,0.921736,0.899944,0.901184,0.900728
65,20,0.5,TRUE,0.799728,0.820616,0.888112,0.812008,0.92128,0.894152,0.892708,0.92084,0.895752,0.899784,0.896368
66,20,0.5,TRUE,0.836776,0.893744,0.90084,0.893544,0.924632,0.907044,0.905512,0.922128,0.908768,0.895264,0.90312
67,20,0.5,TRUE,0.828592,0.849896,0.851768,0.849864,0.923376,0.898144,0.88992,0.922784,0.909312,0.903968,0.90396
68,20,0.5,TRUE,0.844372,0.86904,0.871552,0.868848,0.904064,0.894212,0.897456,0.900864,0.895456,0.880188,0.885368
69,20,0.5,TRUE,0.859684,0.921304,0.933232,0.921184,0.944664,0.924772,0.926892,0.945672,0.932372,0.922968,0.920208
70,20,0.5,TRUE,0.8478,0.861208,0.888848,0.861136,0.920312,0.906808,0.905192,0.920736,0.911448,0.899392,0.899444
71,20,0.5,TRUE,0.768072,0.79196,0.89616,0.773736,0.917208,0.893752,0.845128,0.914632,0.890372,0.881736,0.87748
72,20,0.5,TRUE,0.840272,0.893936,0.913296,0.893752,0.92856,0.911436,0.907148,0.926632,0.910968,0.898748,0.90692
73,20,0.5,TRUE,0.8556,0.875248,0.908376,0.875472,0.925392,0.905872,0.91228,0.924512,0.908984,0.904768,0.906436
74,20,0.5,TRUE,0.871888,0.900664,0.892136,0.900096,0.92116,0.908,0.908432,0.922216,0.91258,0.912248,0.912956
75,20,0.5,TRUE,0.807056,0.822648,0.882136,0.81264,0.880856,0.850516,0.828552,0.880344,0.867996,0.884672,0.865596
76,20,0.5,TRUE,0.862248,0.874336,0.880656,0.874648,0.92712,0.912912,0.911072,0.925712,0.913868,0.91042,0.909344
77,20,0.5,TRUE,0.81628,0.8596,0.848088,0.858904,0.905576,0.891136,0.887152,0.90736,0.898536,0.89112,0.890416
78,20,0.5,TRUE,0.860796,0.90844,0.917592,0.9082,0.923696,0.907352,0.910008,0.92152,0.907632,0.90884,0.9079
79,20,0.5,TRUE,0.843936,0.88444,0.905576,0.88428,0.9216,0.89436,0.891128,0.919536,0.896584,0.89388,0.89332
80,20,0.5,TRUE,0.825064,0.89348,0.902376,0.892712,0.913416,0.891136,0.885476,0.913216,0.900688,0.89264,0.892536
81,20,0.5,TRUE,0.828808,0.844128,0.893152,0.842144,0.915528,0.893276,0.895232,0.91628,0.902324,0.888712,0.892936
82,20,0.5,TRUE,0.755296,0.79108,0.914672,0.767336,0.934288,0.910504,0.892416,0.932296,0.910072,0.903624,0.901292
83,20,0.5,TRUE,0.769128,0.782064,0.877096,0.767624,0.91008,0.89692,0.877644,0.909656,0.903924,0.892464,0.894184
84,20,0.5,TRUE,0.809256,0.832736,0.912088,0.819952,0.94764,0.919516,0.901824,0.947344,0.911804,0.906012,0.904188
85,20,0.5,TRUE,0.8692,0.875712,0.902176,0.875288,0.911208,0.905684,0.906936,0.912176,0.90758,0.913096,0.914512
86,20,0.5,TRUE,0.808768,0.8236,0.85264,0.824808,0.892376,0.875016,0.869304,0.892512,0.880984,0.868704,0.8813
87,20,0.5,TRUE,0.843392,0.902104,0.91752,0.902264,0.942856,0.919884,0.923872,0.941928,0.915768,0.921056,0.911136
88,20,0.5,TRUE,0.761344,0.770984,0.843736,0.762216,0.924704,0.903968,0.81756,0.924328,0.909444,0.896484,0.895028
89,20,0.5,TRUE,0.77148,0.783024,0.898568,0.771536,0.938168,0.923504,0.848288,0.937792,0.925536,0.911416,0.925072
90,20,0.5,TRUE,0.846316,0.867032,0.889392,0.867032,0.905976,0.899856,0.897056,0.906472,0.892724,0.890248,0.895072
91,20,0.5,TRUE,0.823208,0.908576,0.914528,0.908208,0.930184,0.901312,0.903792,0.927768,0.902508,0.895856,0.895872
92,20,0.5,TRUE,0.835344,0.916864,0.922104,0.916136,0.92708,0.91008,0.91232,0.927024,0.911216,0.90464,0.906024
93,20,0.5,TRUE,0.78854,0.823064,0.918976,0.80156,0.923576,0.895712,0.881864,0.926208,0.89634,0.889632,0.888272
94,20,0.5,TRUE,0.834736,0.846208,0.878424,0.840064,0.950976,0.9268,0.91692,0.949832,0.93532,0.91024,0.9262
95,20,0.5,TRUE,0.84408,0.851432,0.854184,0.850608,0.905584,0.891512,0.880848,0.903728,0.892304,0.888224,0.891192
96,20,0.5,TRUE,0.835672,0.858656,0.898472,0.858368,0.924808,0.905492,0.89612,0.92404,0.909524,0.91036,0.910992
97,20,0.5,TRUE,0.825312,0.839456,0.8828,0.834664,0.898592,0.871512,0.873296,0.897392,0.874296,0.862536,0.861888
98,20,0.5,TRUE,0.808104,0.895128,0.897456,0.894528,0.92188,0.88424,0.882208,0.92464,0.897632,0.89236,0.893728
99,20,0.5,TRUE,0.861104,0.86944,0.889472,0.8696,0.918592,0.912768,0.89952,0.918248,0.908224,0.906032,0.90014
100,20,0.5,TRUE,0.864928,0.880032,0.906488,0.879744,0.932904,0.910376,0.903736,0.93292,0.919096,0.91116,0.913112
1,5,0.9,TRUE,0.730488888888889,0.769711111111111,0.790577777777778,0.757822222222222,0.852066666666667,0.809966666666667,0.634033333333333,0.847311111111111,0.820977777777778,0.674055555555556,0.705244444444444
2,5,0.9,TRUE,0.605466666666667,0.701311111111111,0.795022222222222,0.6858,0.8048,0.777733333333333,0.625,0.805022222222222,0.775288888888889,0.63,0.634188888888889
3,5,0.9,TRUE,0.563922222222222,0.761888888888889,0.762777777777778,0.763422222222222,0.763377777777778,0.764966666666667,0.760933333333333,0.745644444444444,0.758822222222222,0.753022222222222,0.767155555555556
4,5,0.9,TRUE,0.7842,0.796866666666667,0.855622222222222,0.784933333333333,0.858777777777778,0.859033333333333,0.7066,0.850422222222222,0.847466666666667,0.707844444444444,0.792022222222222
5,5,0.9,TRUE,0.709411111111111,0.719733333333333,0.762533333333333,0.707422222222222,0.751555555555556,0.722433333333333,0.689144444444444,0.750133333333333,0.7225,0.665822222222222,0.730422222222222
6,5,0.9,TRUE,0.515,0.7768,0.796155555555556,0.775133333333333,0.780288888888889,0.765022222222222,0.749311111111111,0.800955555555556,0.760933333333333,0.747288888888889,0.767988888888889
7,5,0.9,TRUE,0.715866666666667,0.736622222222222,0.824666666666667,0.713133333333333,0.768266666666667,0.745577777777778,0.7724,0.763266666666667,0.770166666666667,0.769477777777778,0.753444444444444
8,5,0.9,TRUE,0.565,0.798044444444444,0.803644444444444,0.794933333333333,0.805088888888889,0.811077777777778,0.814188888888889,0.784422222222222,0.792922222222222,0.813611111111111,0.811622222222222
9,5,0.9,TRUE,0.65,0.830977777777778,0.8106,0.831155555555556,0.814555555555556,0.801233333333333,0.795511111111111,0.807222222222222,0.795977777777778,0.797511111111111,0.802188888888889
10,5,0.9,TRUE,0.56,0.870133333333333,0.888666666666667,0.869088888888889,0.893755555555556,0.855288888888889,0.857744444444444,0.890911111111111,0.868644444444444,0.792755555555556,0.8022
11,5,0.9,TRUE,0.59,0.778622222222222,0.7912,0.775777777777778,0.790044444444444,0.776377777777778,0.768733333333333,0.783266666666667,0.770444444444444,0.780522222222222,0.770755555555556
12,5,0.9,TRUE,0.593922222222222,0.7298,0.723155555555556,0.729622222222222,0.764644444444444,0.768011111111111,0.7388,0.761377777777778,0.766833333333333,0.745677777777778,0.754
13,5,0.9,TRUE,0.6,0.815022222222222,0.839022222222222,0.814933333333333,0.821511111111111,0.784133333333333,0.796944444444444,0.821755555555556,0.809888888888889,0.803377777777778,0.7966
14,5,0.9,TRUE,0.732622222222222,0.761733333333333,0.804733333333333,0.733644444444444,0.816466666666667,0.783933333333333,0.701144444444444,0.822266666666667,0.7846,0.695444444444444,0.770533333333333
15,5,0.9,TRUE,0.606622222222222,0.688777777777778,0.681266666666667,0.687466666666667,0.782755555555556,0.766488888888889,0.795888888888889,0.761133333333333,0.770755555555556,0.793455555555556,0.765333333333333
16,5,0.9,TRUE,0.757622222222222,0.774222222222222,0.793044444444444,0.7706,0.787177777777778,0.801155555555556,0.691855555555556,0.775044444444444,0.802111111111111,0.734111111111111,0.791388888888889
17,5,0.9,TRUE,0.736033333333333,0.732688888888889,0.787333333333333,0.721555555555556,0.791644444444444,0.746644444444444,0.735611111111111,0.790022222222222,0.776422222222222,0.763155555555556,0.7578
18,5,0.9,TRUE,0.600688888888889,0.669822222222222,0.799844444444444,0.631888888888889,0.832311111111111,0.790022222222222,0.800933333333333,0.8218,0.8129,0.808244444444444,0.796622222222222
19,5,0.9,TRUE,0.712744444444444,0.713977777777778,0.710155555555556,0.706622222222222,0.7188,0.714311111111111,0.712022222222222,0.709222222222222,0.707577777777778,0.525,0.709911111111111
20,5,0.9,TRUE,0.605,0.803711111111111,0.854577777777778,0.804933333333333,0.852866666666667,0.847033333333333,0.850222222222222,0.848755555555556,0.841733333333333,0.849722222222222,0.846155555555556
21,5,0.9,TRUE,0.559022222222222,0.8284,0.849822222222222,0.824622222222222,0.831755555555556,0.808811111111111,0.754,0.812355555555556,0.818988888888889,0.781155555555555,0.762666666666667
22,5,0.9,TRUE,0.737388888888889,0.7582,0.785711111111111,0.7632,0.812266666666667,0.806855555555556,0.799833333333333,0.782066666666667,0.809911111111111,0.789377777777778,0.812066666666667
23,5,0.9,TRUE,0.638866666666667,0.683066666666667,0.789088888888889,0.675444444444444,0.755111111111111,0.743,0.693644444444445,0.777666666666667,0.759733333333333,0.698022222222222,0.704444444444445
24,5,0.9,TRUE,0.721755555555556,0.7564,0.766177777777778,0.738622222222222,0.862488888888889,0.7801,0.608911111111111,0.862288888888889,0.797444444444444,0.613922222222222,0.647311111111111
25,5,0.9,TRUE,0.783111111111111,0.803022222222222,0.855733333333333,0.8022,0.869911111111111,0.858911111111111,0.782877777777778,0.863911111111111,0.865833333333333,0.8404,0.843322222222222
26,5,0.9,TRUE,0.760644444444444,0.751177777777778,0.750422222222222,0.749066666666667,0.764088888888889,0.763222222222222,0.762122222222222,0.765444444444444,0.7664,0.757555555555556,0.761755555555556
27,5,0.9,TRUE,0.705,0.787466666666667,0.776155555555556,0.760977777777778,0.863377777777778,0.805366666666667,0.639088888888889,0.869622222222222,0.781833333333333,0.639,0.643966666666667
28,5,0.9,TRUE,0.623244444444444,0.737422222222222,0.732288888888889,0.737666666666667,0.772333333333333,0.7445,0.749,0.779311111111111,0.750133333333333,0.757322222222222,0.746266666666667
29,5,0.9,TRUE,0.731222222222222,0.794733333333333,0.843111111111111,0.745755555555556,0.869955555555556,0.8334,0.820033333333333,0.867733333333333,0.843377777777778,0.8432,0.825922222222222
30,5,0.9,TRUE,0.605,0.803911111111111,0.797844444444444,0.801822222222222,0.829244444444444,0.812455555555556,0.698622222222222,0.824466666666667,0.806955555555556,0.689288888888889,0.705
31,5,0.9,TRUE,0.773644444444444,0.799622222222222,0.798044444444444,0.798444444444444,0.806133333333333,0.770933333333333,0.750377777777778,0.813422222222222,0.764055555555556,0.751511111111111,0.772266666666667
32,5,0.9,TRUE,0.535,0.806111111111111,0.811044444444444,0.805155555555556,0.820977777777778,0.772866666666667,0.703688888888889,0.819333333333333,0.779333333333333,0.748444444444444,0.710733333333333
33,5,0.9,TRUE,0.688044444444444,0.744333333333333,0.741333333333333,0.725311111111111,0.767288888888889,0.695866666666667,0.702822222222222,0.751511111111111,0.704133333333333,0.6739,0.700444444444444
34,5,0.9,TRUE,0.664577777777778,0.691822222222222,0.6802,0.680533333333333,0.739422222222222,0.690444444444444,0.698133333333333,0.751622222222222,0.686777777777778,0.715388888888889,0.685344444444444
35,5,0.9,TRUE,0.671222222222222,0.770622222222222,0.848333333333333,0.768088888888889,0.8356,0.816155555555556,0.736055555555556,0.826688888888889,0.820277777777778,0.727366666666667,0.758311111111111
36,5,0.9,TRUE,0.799011111111111,0.775311111111111,0.792022222222222,0.778111111111111,0.792711111111111,0.768677777777778,0.768022222222222,0.787622222222222,0.775555555555556,0.762466666666667,0.767333333333333
37,5,0.9,TRUE,0.59,0.800933333333333,0.775288888888889,0.800688888888889,0.866066666666667,0.827377777777778,0.615,0.864822222222222,0.828333333333333,0.615,0.644211111111111
38,5,0.9,TRUE,0.665333333333333,0.696111111111111,0.766533333333333,0.682,0.822111111111111,0.761333333333333,0.777155555555556,0.812377777777778,0.779044444444444,0.7766,0.773266666666667
39,5,0.9,TRUE,0.782177777777778,0.814911111111111,0.840555555555556,0.805911111111111,0.832422222222222,0.7963,0.799633333333333,0.818555555555556,0.805322222222222,0.801244444444444,0.803688888888889
40,5,0.9,TRUE,0.656866666666667,0.641155555555556,0.753466666666667,0.628933333333333,0.731644444444444,0.720311111111111,0.723366666666667,0.717711111111111,0.739266666666667,0.751377777777778,0.729233333333333
41,5,0.9,TRUE,0.535,0.738777777777778,0.7182,0.739688888888889,0.7832,0.731177777777778,0.722622222222222,0.787888888888889,0.733922222222222,0.727155555555556,0.737222222222222
42,5,0.9,TRUE,0.647711111111111,0.644066666666667,0.767444444444444,0.642844444444444,0.778977777777778,0.772533333333333,0.764655555555556,0.7634,0.790366666666667,0.775188888888889,0.773822222222222
43,5,0.9,TRUE,0.668688888888889,0.783777777777778,0.780088888888889,0.770022222222222,0.775844444444444,0.757244444444444,0.757588888888889,0.806888888888889,0.747922222222222,0.745388888888889,0.758122222222222
44,5,0.9,TRUE,0.51,0.673155555555556,0.697444444444444,0.671133333333333,0.698066666666667,0.684733333333333,0.691155555555556,0.696866666666667,0.6923,0.680955555555556,0.686244444444444
45,5,0.9,TRUE,0.547866666666667,0.716288888888889,0.758755555555556,0.712133333333333,0.766222222222222,0.758888888888889,0.758555555555556,0.764111111111111,0.763222222222222,0.745822222222222,0.761355555555556
46,5,0.9,TRUE,0.610777777777778,0.740044444444444,0.780111111111111,0.740022222222222,0.787488888888889,0.758544444444444,0.7569,0.784422222222222,0.7568,0.738977777777778,0.742155555555556
47,5,0.9,TRUE,0.55,0.772111111111111,0.837777777777778,0.770777777777778,0.890488888888889,0.848866666666667,0.718355555555556,0.896022222222222,0.841911111111111,0.718466666666667,0.723555555555556
48,5,0.9,TRUE,0.607822222222222,0.641244444444445,0.757355555555556,0.608111111111111,0.7548,0.671677777777778,0.666866666666667,0.755066666666667,0.713977777777778,0.720333333333333,0.664344444444444
49,5,0.9,TRUE,0.742422222222222,0.754555555555556,0.775022222222222,0.742711111111111,0.789933333333333,0.755477777777778,0.751166666666667,0.785688888888889,0.755811111111111,0.781222222222222,0.7569
50,5,0.9,TRUE,0.555188888888889,0.551266666666667,0.7412,0.544155555555556,0.716088888888889,0.657344444444444,0.666088888888889,0.726444444444444,0.684833333333333,0.693088888888889,0.647555555555556
51,5,0.9,TRUE,0.575,0.8096,0.836022222222222,0.810955555555556,0.868355555555556,0.841133333333333,0.736355555555556,0.858977777777778,0.8446,0.753244444444444,0.792888888888889
52,5,0.9,TRUE,0.665,0.856488888888889,0.854177777777778,0.854244444444444,0.871644444444444,0.809666666666667,0.695,0.867622222222222,0.800977777777778,0.71,0.705
53,5,0.9,TRUE,0.635133333333333,0.773911111111111,0.798333333333333,0.767666666666667,0.821155555555556,0.819277777777778,0.8312,0.817955555555556,0.819033333333333,0.823333333333333,0.804788888888889
54,5,0.9,TRUE,0.5844,0.681244444444444,0.742955555555556,0.669133333333333,0.767222222222222,0.741433333333333,0.758444444444444,0.761466666666667,0.752444444444444,0.757766666666667,0.751266666666667
55,5,0.9,TRUE,0.604055555555556,0.820666666666667,0.851466666666667,0.820933333333333,0.855222222222222,0.8088,0.687155555555556,0.852777777777778,0.812033333333333,0.677222222222222,0.687177777777778
56,5,0.9,TRUE,0.515,0.801288888888889,0.849355555555556,0.801422222222222,0.838533333333333,0.783322222222222,0.738355555555556,0.835933333333333,0.810533333333333,0.638255555555556,0.785555555555556
57,5,0.9,TRUE,0.5,0.766844444444444,0.793422222222222,0.7662,0.815222222222222,0.817511111111111,0.772422222222222,0.797044444444444,0.815511111111111,0.7714,0.807244444444444
58,5,0.9,TRUE,0.728355555555556,0.749022222222222,0.7694,0.744311111111111,0.754755555555556,0.765811111111111,0.761288888888889,0.749577777777778,0.764,0.704655555555556,0.761222222222222
59,5,0.9,TRUE,0.687933333333333,0.739288888888889,0.762177777777778,0.727111111111111,0.743955555555556,0.686166666666667,0.685733333333333,0.754022222222222,0.702144444444444,0.699588888888889,0.695133333333333
60,5,0.9,TRUE,0.595,0.728333333333333,0.732155555555556,0.729333333333333,0.758955555555556,0.737133333333333,0.748266666666667,0.757511111111111,0.745933333333333,0.748822222222222,0.741133333333333
61,5,0.9,TRUE,0.739744444444444,0.763244444444444,0.8228,0.740111111111111,0.805844444444444,0.781444444444444,0.770444444444444,0.804088888888889,0.787511111111111,0.733711111111111,0.7762
62,5,0.9,TRUE,0.555,0.8038,0.808688888888889,0.8014,0.833577777777778,0.818788888888889,0.810266666666667,0.803355555555556,0.820944444444444,0.806266666666667,0.815866666666667
63,5,0.9,TRUE,0.804555555555556,0.8162,0.813911111111111,0.818688888888889,0.826355555555556,0.795744444444444,0.791033333333333,0.815955555555556,0.794555555555556,0.789888888888889,0.796077777777778
64,5,0.9,TRUE,0.632,0.657333333333333,0.784266666666667,0.634222222222222,0.776355555555556,0.737933333333333,0.745722222222222,0.772333333333333,0.742488888888889,0.738522222222222,0.736577777777778
65,5,0.9,TRUE,0.555,0.772911111111111,0.775533333333333,0.771333333333333,0.775311111111111,0.760844444444444,0.736533333333333,0.778111111111111,0.771188888888889,0.661511111111111,0.737455555555556
66,5,0.9,TRUE,0.641955555555556,0.770711111111111,0.844133333333333,0.770577777777778,0.890177777777778,0.870866666666667,0.723244444444444,0.8858,0.877644444444444,0.745688888888889,0.7068
67,5,0.9,TRUE,0.720155555555556,0.772866666666667,0.861111111111111,0.740355555555556,0.883844444444444,0.835133333333333,0.848044444444444,0.8888,0.839311111111111,0.854077777777778,0.838144444444444
68,5,0.9,TRUE,0.564033333333333,0.778066666666667,0.776155555555556,0.775844444444444,0.790422222222222,0.772333333333333,0.767755555555556,0.787777777777778,0.775533333333333,0.757744444444444,0.768288888888889
69,5,0.9,TRUE,0.701433333333333,0.787711111111111,0.830355555555556,0.765555555555556,0.833266666666667,0.768388888888889,0.768911111111111,0.828488888888889,0.767022222222222,0.767777777777778,0.770166666666667
70,5,0.9,TRUE,0.717811111111111,0.724511111111111,0.751133333333333,0.724822222222222,0.786733333333333,0.745766666666667,0.751433333333333,0.781955555555556,0.752855555555556,0.744644444444444,0.741555555555556
71,5,0.9,TRUE,0.647222222222222,0.676422222222222,0.847644444444444,0.632666666666667,0.637644444444444,0.654577777777778,0.641555555555556,0.671955555555556,0.688488888888889,0.645377777777778,0.643122222222222
